novel_id,scene_n,nudity_score,nudity_label,is_erotic,word_count,char_n,char_mean,char_std,char_median,char_iqr,char_range,char_min,char_max,amb_n,amb_mean,amb_std,amb_median,amb_iqr,amb_range
Finders_Keepers_VERMONT,29,1,weak,1,553,4,3.75,0.5,4.0,0.25,1.0,3.0,4.0,2,2.0,1.4142135623730951,2.0,1.0,2.0
Finders_Keepers_VERMONT,30,0,absent,0,209,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,31,0,absent,0,271,3,3.3333333333333335,0.5773502691896258,3.0,0.5,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,32,0,absent,0,208,1,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,33,0,absent,0,89,2,3.75,0.3535533905932738,3.75,0.25,0.5,3.5,4.0,1,,,,,
Finders_Keepers_VERMONT,34,0,absent,0,470,4,2.5,1.0,3.0,0.5,2.0,1.0,3.0,0,,,,,
Finders_Keepers_VERMONT,35,0,absent,0,1468,9,3.111111111111111,0.927960727138337,3.0,1.0,3.0,1.0,4.0,0,,,,,
Finders_Keepers_VERMONT,36,2,strong,1,1267,9,3.0,0.5,3.0,0.0,2.0,2.0,4.0,1,,,,,
Finders_Keepers_VERMONT,37,0,absent,0,313,1,,,,,,,,1,,,,,
Finders_Keepers_VERMONT,38,1,weak,1,276,1,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,39,1,weak,1,371,4,3.375,0.75,3.5,1.125,1.5,2.5,4.0,0,,,,,
Finders_Keepers_VERMONT,40,1,weak,1,872,4,3.375,0.47871355387816905,3.25,0.625,1.0,3.0,4.0,2,3.75,1.0606601717798212,3.75,0.75,1.5
Finders_Keepers_VERMONT,41,1,weak,1,4239,23,3.1739130434782608,0.3875533878815898,3.0,0.0,1.0,3.0,4.0,4,2.75,1.5,3.0,2.25,3.0
Finders_Keepers_VERMONT,42,0,absent,0,1886,8,3.25,0.7071067811865476,3.0,1.0,2.0,2.0,4.0,0,,,,,
Finders_Keepers_VERMONT,43,1,weak,1,161,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,44,0,absent,0,260,3,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Finders_Keepers_VERMONT,45,0,absent,0,701,8,3.125,0.3535533905932738,3.0,0.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,46,0,absent,0,968,6,3.1666666666666665,0.40824829046386296,3.0,0.0,1.0,3.0,4.0,1,,,,,
Finders_Keepers_VERMONT,47,0,absent,0,622,5,3.2,0.4472135954999579,3.0,0.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,48,0,absent,0,840,8,2.625,0.7440238091428449,3.0,0.25,2.0,1.0,3.0,0,,,,,
Finders_Keepers_VERMONT,49,0,absent,0,268,0,,,,,,,,2,3.5,0.7071067811865476,3.5,0.5,1.0
Finders_Keepers_VERMONT,50,1,weak,1,537,6,3.5,0.5477225575051661,3.5,1.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,51,0,absent,0,1517,10,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Finders_Keepers_VERMONT,52,2,strong,1,349,0,,,,,,,,2,1.85,1.2020815280171309,1.85,0.8500000000000003,1.7000000000000002
Finders_Keepers_VERMONT,53,0,absent,0,423,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,54,1,weak,1,723,7,3.142857142857143,1.0690449676496976,3.0,1.0,3.0,1.0,4.0,0,,,,,
Finders_Keepers_VERMONT,55,2,strong,1,2421,19,3.1052631578947367,0.7374684055082,3.0,0.5,3.0,1.0,4.0,3,4.166666666666667,0.5773502691896258,4.5,0.5,1.0
Finders_Keepers_VERMONT,56,2,strong,1,702,7,3.0714285714285716,1.426784596817013,3.5,1.0,4.0,0.0,4.0,2,3.25,0.3535533905932738,3.25,0.25,0.5
Finders_Keepers_VERMONT,57,1,weak,1,503,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Finders_Keepers_VERMONT,58,0,absent,0,518,3,3.3333333333333335,0.5773502691896258,3.0,0.5,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,59,0,absent,0,686,6,3.1666666666666665,0.40824829046386296,3.0,0.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,60,0,absent,0,895,9,3.2222222222222223,0.4409585518440984,3.0,0.0,1.0,3.0,4.0,1,,,,,
Finders_Keepers_VERMONT,61,0,absent,0,66,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,62,1,weak,1,206,1,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,63,0,absent,0,749,8,3.25,0.4629100498862757,3.0,0.25,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,64,0,absent,0,156,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,65,0,absent,0,316,3,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1,,,,,
Finders_Keepers_VERMONT,66,0,absent,0,507,4,3.5,0.5773502691896257,3.5,1.0,1.0,3.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Finders_Keepers_VERMONT,67,0,absent,0,816,9,2.7777777777777777,0.4409585518440984,3.0,0.0,1.0,2.0,3.0,1,,,,,
Finders_Keepers_VERMONT,68,1,weak,1,164,3,3.3333333333333335,0.5773502691896258,3.0,0.5,1.0,3.0,4.0,1,,,,,
Finders_Keepers_VERMONT,69,1,weak,1,144,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,70,0,absent,0,1747,12,3.1666666666666665,0.38924947208076144,3.0,0.0,1.0,3.0,4.0,5,3.8,0.44721359549995787,4.0,0.0,1.0
Finders_Keepers_VERMONT,71,1,weak,1,189,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,72,0,absent,0,647,5,3.4,0.5477225575051661,3.0,1.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,73,0,absent,0,415,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,74,2,strong,1,491,6,2.9166666666666665,0.3763863263545405,3.0,0.375,1.0,2.5,3.5,1,,,,,
Finders_Keepers_VERMONT,75,2,strong,1,327,3,2.3333333333333335,0.5773502691896258,2.0,0.5,1.0,2.0,3.0,1,,,,,
Finders_Keepers_VERMONT,76,1,weak,1,460,5,3.0,0.0,3.0,0.0,0.0,3.0,3.0,2,4.0,0.0,4.0,0.0,0.0
Finders_Keepers_VERMONT,77,1,weak,1,131,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,78,0,absent,0,94,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,79,0,absent,0,166,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,80,2,strong,1,593,4,3.5,0.5773502691896257,3.5,1.0,1.0,3.0,4.0,1,,,,,
Finders_Keepers_VERMONT,81,0,absent,0,325,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,82,2,strong,1,347,4,3.5,0.5773502691896257,3.5,1.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,83,2,strong,1,561,7,2.857142857142857,0.37796447300922725,3.0,0.0,1.0,2.0,3.0,0,,,,,
Finders_Keepers_VERMONT,84,0,absent,0,327,2,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0,,,,,
Finders_Keepers_VERMONT,85,0,absent,0,312,1,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,86,1,weak,1,841,5,3.6,0.5477225575051661,4.0,1.0,1.0,3.0,4.0,0,,,,,
Finders_Keepers_VERMONT,87,1,weak,1,144,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1,,,,,
Finders_Keepers_VERMONT,88,0,absent,0,137,1,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,89,0,absent,0,110,0,,,,,,,,0,,,,,
Finders_Keepers_VERMONT,90,0,absent,0,686,7,3.2142857142857144,0.3933978962347216,3.0,0.25,1.0,3.0,4.0,1,,,,,
Finders_Keepers_VERMONT,91,1,weak,1,441,6,3.5,0.5477225575051661,3.5,1.0,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,1,0,absent,0,595,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,2,1,weak,1,744,2,2.0,1.4142135623730951,2.0,1.0,2.0,1.0,3.0,2,3.85,0.21213203435596414,3.85,0.14999999999999947,0.2999999999999998
Found_His_Perfect_Wife_ALASKA,3,1,weak,1,2954,25,2.82,0.7756717518813397,3.0,0.0,3.0,1.0,4.0,4,3.5,1.2909944487358056,3.5,1.5,3.0
Found_His_Perfect_Wife_ALASKA,4,1,weak,1,1005,7,3.142857142857143,0.37796447300922725,3.0,0.0,1.0,3.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,5,1,weak,1,261,0,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,6,1,weak,1,484,3,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,7,1,weak,1,1347,6,3.25,0.4183300132670378,3.0,0.375,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,8,1,weak,1,503,5,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,9,1,weak,1,2039,22,2.977272727272727,0.5450485502025687,3.0,0.0,3.0,1.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,10,0,absent,0,797,8,3.25,0.4629100498862757,3.0,0.25,1.0,3.0,4.0,2,3.0,0.0,3.0,0.0,0.0
Found_His_Perfect_Wife_ALASKA,11,1,weak,1,876,5,3.4,0.5477225575051661,3.0,1.0,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,12,1,weak,1,1124,4,3.25,0.5,3.0,0.25,1.0,3.0,4.0,2,4.0,0.0,4.0,0.0,0.0
Found_His_Perfect_Wife_ALASKA,13,1,weak,1,3965,16,3.1875,0.51234753829798,3.0,0.5,2.0,2.0,4.0,8,3.375,0.7440238091428449,3.5,1.0,2.0
Found_His_Perfect_Wife_ALASKA,14,1,weak,1,3167,18,2.988888888888889,0.6105820645223211,3.0,0.0,3.0,1.0,4.0,5,3.3,0.4472135954999579,3.0,0.5,1.0
Found_His_Perfect_Wife_ALASKA,15,1,weak,1,591,1,,,,,,,,1,,,,,
Found_His_Perfect_Wife_ALASKA,16,2,strong,1,529,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,3,3.8333333333333335,0.2886751345948129,4.0,0.25,0.5
Found_His_Perfect_Wife_ALASKA,17,1,weak,1,2006,20,3.15,0.7451598203705947,3.0,1.0,3.0,1.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Found_His_Perfect_Wife_ALASKA,18,0,absent,0,185,0,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,19,1,weak,1,4338,28,3.2142857142857144,0.629940788348712,3.0,1.0,3.0,1.0,4.0,13,3.6538461538461537,0.6253204306798563,4.0,0.5,2.0
Found_His_Perfect_Wife_ALASKA,20,1,weak,1,991,10,3.2,0.8881941729649485,3.25,0.875,3.0,1.0,4.0,2,3.25,1.0606601717798212,3.25,0.75,1.5
Found_His_Perfect_Wife_ALASKA,21,0,absent,0,356,4,3.25,0.5,3.0,0.25,1.0,3.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Found_His_Perfect_Wife_ALASKA,22,1,weak,1,877,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,23,1,weak,1,1527,7,3.0,0.0,3.0,0.0,0.0,3.0,3.0,4,3.75,0.5,4.0,0.25,1.0
Found_His_Perfect_Wife_ALASKA,24,1,weak,1,1467,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Found_His_Perfect_Wife_ALASKA,25,2,strong,1,458,1,,,,,,,,1,,,,,
Found_His_Perfect_Wife_ALASKA,26,1,weak,1,573,3,3.3333333333333335,0.2886751345948129,3.5,0.25,0.5,3.0,3.5,0,,,,,
Found_His_Perfect_Wife_ALASKA,27,1,weak,1,415,0,,,,,,,,1,,,,,
Found_His_Perfect_Wife_ALASKA,28,0,absent,0,834,5,3.4,0.5477225575051661,3.0,1.0,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,29,1,weak,1,1136,15,3.2,0.4140393356054125,3.0,0.0,1.0,3.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,30,1,weak,1,1477,18,3.138888888888889,0.47914002483480006,3.0,0.0,2.0,2.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Found_His_Perfect_Wife_ALASKA,31,1,weak,1,2267,9,2.888888888888889,0.8207381501496753,3.0,0.0,3.0,1.0,4.0,3,3.0,0.5,3.0,0.5,1.0
Found_His_Perfect_Wife_ALASKA,32,1,weak,1,195,0,,,,,,,,1,,,,,
Found_His_Perfect_Wife_ALASKA,33,0,absent,0,321,4,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,34,1,weak,1,932,8,3.375,0.5175491695067657,3.0,1.0,1.0,3.0,4.0,3,3.6666666666666665,0.5773502691896258,4.0,0.5,1.0
Found_His_Perfect_Wife_ALASKA,35,1,weak,1,303,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,36,2,strong,1,240,1,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,37,1,weak,1,2392,12,2.9583333333333335,0.45016831868926,3.0,0.0,2.0,2.0,4.0,2,3.75,0.3535533905932738,3.75,0.25,0.5
Found_His_Perfect_Wife_ALASKA,38,1,weak,1,479,1,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,39,1,weak,1,803,6,2.8333333333333335,0.40824829046386296,3.0,0.0,1.0,2.0,3.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,40,2,strong,1,387,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,41,1,weak,1,2003,11,3.227272727272727,0.5178627406773132,3.0,0.5,1.5,2.5,4.0,2,2.5,2.1213203435596424,2.5,1.5,3.0
Found_His_Perfect_Wife_ALASKA,42,0,absent,0,255,0,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,43,2,strong,1,1300,6,2.6666666666666665,1.3662601021279464,3.0,2.25,3.0,1.0,4.0,4,2.5,1.7320508075688772,2.5,3.0,3.0
Found_His_Perfect_Wife_ALASKA,44,2,strong,1,551,7,3.357142857142857,0.7480132415430956,3.5,1.0,2.0,2.0,4.0,2,4.0,0.0,4.0,0.0,0.0
Found_His_Perfect_Wife_ALASKA,45,1,weak,1,422,0,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,46,1,weak,1,1146,7,2.857142857142857,1.0690449676496974,3.0,1.0,3.0,1.0,4.0,2,4.0,0.0,4.0,0.0,0.0
Found_His_Perfect_Wife_ALASKA,47,2,strong,1,2359,18,2.4722222222222223,1.0774728360465988,3.0,1.0,4.0,0.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,48,1,weak,1,590,3,2.3333333333333335,1.1547005383792515,3.0,1.0,2.0,1.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,49,1,weak,1,692,5,2.2,1.0954451150103321,3.0,2.0,2.0,1.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,50,0,absent,0,727,12,3.0416666666666665,0.7525210155124431,3.0,0.125,3.0,1.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,51,2,strong,1,265,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,52,1,weak,1,1590,16,2.84375,0.7238496621076322,3.0,0.125,3.0,1.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,53,2,strong,1,1513,3,2.766666666666667,1.569500982265807,3.3,1.5,3.0,1.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,54,2,strong,1,168,1,,,,,,,,0,,,,,
Found_His_Perfect_Wife_ALASKA,55,1,weak,1,729,7,3.357142857142857,0.47559486560567094,3.0,0.75,1.0,3.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,56,1,weak,1,1004,6,2.75,1.08397416943394,3.0,1.125,3.0,1.0,4.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,57,1,weak,1,463,2,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,58,1,weak,1,891,5,2.6,0.8944271909999159,3.0,0.0,2.0,1.0,3.0,1,,,,,
Found_His_Perfect_Wife_ALASKA,59,0,absent,0,175,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,60,1,weak,1,1632,20,3.2,0.7677718959499146,3.0,1.0,3.0,1.0,4.0,5,3.7600000000000002,0.33615472627943227,4.0,0.5,0.7000000000000002
Found_His_Perfect_Wife_ALASKA,61,1,weak,1,564,5,1.8,1.0954451150103324,1.0,2.0,2.0,1.0,3.0,0,,,,,
Found_His_Perfect_Wife_ALASKA,62,2,strong,1,230,2,3.5,0.7071067811865476,3.5,0.5,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,1,0,absent,0,296,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,2,2,strong,1,752,13,2.946153846153846,0.45206080825368433,3.0,0.0,2.0,2.0,4.0,2,3.5,0.7071067811865476,3.5,0.5,1.0
Love_by_Proxy_ILLINOIS,3,0,absent,0,130,2,3.5,0.0,3.5,0.0,0.0,3.5,3.5,0,,,,,
Love_by_Proxy_ILLINOIS,4,1,weak,1,525,10,3.1,0.31622776601683794,3.0,0.0,1.0,3.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,5,1,weak,1,304,0,,,,,,,,1,,,,,
Love_by_Proxy_ILLINOIS,6,0,absent,0,2040,42,3.011904761904762,0.5464753496560016,3.0,0.0,3.0,1.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,7,0,absent,0,307,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,8,0,absent,0,245,6,3.5,0.5477225575051661,3.5,1.0,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,9,1,weak,1,181,4,3.375,0.47871355387816905,3.25,0.625,1.0,3.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,10,1,weak,1,387,8,3.375,0.5175491695067657,3.0,1.0,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,11,1,weak,1,246,4,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0,,,,,
Love_by_Proxy_ILLINOIS,12,0,absent,0,167,1,,,,,,,,1,,,,,
Love_by_Proxy_ILLINOIS,13,0,absent,0,652,8,3.25,0.4629100498862757,3.0,0.25,1.0,3.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,14,0,absent,0,916,30,3.0266666666666664,0.5483098377385907,3.0,0.0,3.0,1.0,4.0,2,3.0,0.0,3.0,0.0,0.0
Love_by_Proxy_ILLINOIS,15,0,absent,0,660,19,3.263157894736842,0.4524139283588641,3.0,0.5,1.0,3.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,16,0,absent,0,305,1,,,,,,,,1,,,,,
Love_by_Proxy_ILLINOIS,17,1,weak,1,1527,25,2.92,0.4932882862316247,3.0,0.0,2.0,2.0,4.0,3,4.0,0.0,4.0,0.0,0.0
Love_by_Proxy_ILLINOIS,18,1,weak,1,1262,19,2.8684210526315788,0.5487892041970895,3.0,0.0,2.5,1.5,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,19,0,absent,0,1344,16,3.1875,0.35939764421413045,3.0,0.125,1.0,3.0,4.0,2,4.25,0.3535533905932738,4.25,0.25,0.5
Love_by_Proxy_ILLINOIS,20,0,absent,0,651,15,3.066666666666667,0.7037315505489967,3.0,0.0,3.0,1.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,21,0,absent,0,382,10,3.25,0.5400617248673217,3.0,0.75,1.5,2.5,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,22,0,absent,0,187,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,23,0,absent,0,1106,16,2.98125,0.815858443604036,3.0,0.6749999999999998,3.0,1.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,24,1,weak,1,657,15,2.6333333333333333,0.8549575316659775,3.0,0.0,2.5,1.0,3.5,0,,,,,
Love_by_Proxy_ILLINOIS,25,2,strong,1,1865,31,2.7903225806451615,0.5287436926083547,3.0,0.75,2.0,2.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,26,1,weak,1,346,0,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,27,0,absent,0,129,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,28,1,weak,1,805,20,2.6,0.9947229183096801,3.0,1.0,3.0,1.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,29,2,strong,1,1330,25,2.5,0.7905694150420949,3.0,1.0,3.0,1.0,4.0,0,,,,,
Love_by_Proxy_ILLINOIS,30,0,absent,0,39,1,,,,,,,,0,,,,,
Love_by_Proxy_ILLINOIS,31,0,absent,0,152,4,3.0,1.4142135623730951,3.5,1.5,3.0,1.0,4.0,1,,,,,
Love_by_Proxy_ILLINOIS,32,0,absent,0,323,5,3.2,0.8366600265340756,3.0,1.0,2.0,2.0,4.0,0,,,,,
